"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  Data presented from public health laboratories include the weekly total number of specimens tested, the number of positive influenza tests, and the number by influenza virus type, subtype, and influenza B lineage."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (Subtyping not Performed),B,BVic,BYam,H3N2v
Census Regions,East North Central,2018,42,153,2,2,0,0,0,0,0
Census Regions,West North Central,2018,42,123,9,3,0,0,0,0,0
Census Regions,South Atlantic,2018,42,328,7,3,0,0,0,11,0
Census Regions,East South Central,2018,42,62,1,0,0,0,0,0,0
Census Regions,West South Central,2018,42,83,1,0,0,0,0,0,0
Census Regions,Mountain,2018,42,63,3,2,1,0,0,0,0
Census Regions,Pacific,2018,42,201,19,9,11,1,1,3,0
Census Regions,New England,2018,43,30,4,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,43,54,9,4,0,0,0,0,0
Census Regions,East North Central,2018,43,191,8,2,1,1,0,2,0
Census Regions,West North Central,2018,43,131,20,8,1,0,0,0,0
Census Regions,South Atlantic,2018,43,304,11,5,1,0,0,8,0
Census Regions,East South Central,2018,43,61,2,1,0,0,0,1,0
Census Regions,West South Central,2018,43,110,6,2,0,1,0,0,0
Census Regions,Mountain,2018,43,66,7,2,0,0,0,0,0
Census Regions,Pacific,2018,43,166,9,10,0,1,0,2,0
Census Regions,New England,2018,44,40,2,0,0,0,0,1,0
Census Regions,Mid-Atlantic,2018,44,62,9,2,0,0,0,0,0
Census Regions,East North Central,2018,44,169,12,1,1,0,0,0,0
Census Regions,West North Central,2018,44,149,8,1,0,0,0,3,0
Census Regions,South Atlantic,2018,44,351,16,7,0,1,0,2,0
Census Regions,East South Central,2018,44,71,1,1,0,0,1,0,0
Census Regions,West South Central,2018,44,106,8,3,0,0,0,0,0
Census Regions,Mountain,2018,44,96,9,2,0,0,0,0,0
Census Regions,Pacific,2018,44,203,19,6,2,0,0,2,0
Census Regions,New England,2018,45,34,3,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,45,93,20,0,0,1,0,0,0
Census Regions,East North Central,2018,45,183,13,3,1,0,0,1,0
Census Regions,West North Central,2018,45,138,18,3,0,0,0,3,0
Census Regions,South Atlantic,2018,45,403,11,12,1,0,1,1,0
Census Regions,East South Central,2018,45,58,2,0,0,0,0,0,0
Census Regions,West South Central,2018,45,130,13,3,0,0,1,0,0
Census Regions,Mountain,2018,45,63,9,1,0,0,0,0,0
Census Regions,Pacific,2018,45,237,28,5,13,4,2,2,0
Census Regions,New England,2018,46,41,4,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,46,107,34,6,0,0,0,0,0
Census Regions,East North Central,2018,46,208,19,8,1,0,1,0,0
Census Regions,West North Central,2018,46,131,14,0,0,0,0,0,0
Census Regions,South Atlantic,2018,46,378,21,13,0,0,0,2,0
Census Regions,East South Central,2018,46,72,1,1,1,0,0,0,0
Census Regions,West South Central,2018,46,112,8,2,0,0,0,0,0
Census Regions,Mountain,2018,46,73,17,6,0,0,0,0,0
Census Regions,Pacific,2018,46,304,30,5,10,0,1,1,0
Census Regions,New England,2018,47,30,3,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,47,74,43,6,0,0,0,0,0
Census Regions,East North Central,2018,47,167,24,7,1,0,0,1,0
Census Regions,West North Central,2018,47,100,6,4,0,0,0,0,0
Census Regions,South Atlantic,2018,47,311,22,19,0,0,1,2,0
Census Regions,East South Central,2018,47,39,1,0,1,0,0,0,0
Census Regions,West South Central,2018,47,54,7,4,0,0,0,1,0
Census Regions,Mountain,2018,47,82,38,4,0,0,1,1,0
Census Regions,Pacific,2018,47,272,71,9,8,1,0,0,0
Census Regions,New England,2018,48,46,7,5,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,48,117,42,6,0,0,0,0,0
Census Regions,East North Central,2018,48,231,34,3,0,0,0,0,0
Census Regions,West North Central,2018,48,153,21,2,1,0,0,0,0
Census Regions,South Atlantic,2018,48,479,49,25,1,0,0,6,0
Census Regions,East South Central,2018,48,76,6,2,2,0,0,0,0
Census Regions,West South Central,2018,48,149,10,6,1,0,0,1,0
Census Regions,Mountain,2018,48,145,64,3,0,0,2,1,0
Census Regions,Pacific,2018,48,308,93,12,7,1,0,2,0
Census Regions,New England,2018,49,68,16,12,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,49,129,42,9,1,1,0,0,0
Census Regions,East North Central,2018,49,249,35,7,0,2,0,0,0
Census Regions,West North Central,2018,49,114,14,2,0,0,0,0,0
Census Regions,South Atlantic,2018,49,516,48,35,2,2,1,1,0
Census Regions,East South Central,2018,49,68,3,2,0,0,0,0,0
Census Regions,West South Central,2018,49,88,9,5,0,0,0,0,0
Census Regions,Mountain,2018,49,185,113,7,0,2,2,2,0
Census Regions,Pacific,2018,49,311,81,11,11,0,0,4,0
Census Regions,New England,2018,50,83,25,10,0,0,0,0,0
Census Regions,Mid-Atlantic,2018,50,178,62,30,1,0,0,0,0
Census Regions,East North Central,2018,50,252,44,10,2,0,2,2,0
Census Regions,West North Central,2018,50,142,39,5,2,0,0,0,0
Census Regions,South Atlantic,2018,50,572,80,69,2,2,2,1,0
Census Regions,East South Central,2018,50,79,11,12,0,0,0,0,0
Census Regions,West South Central,2018,50,106,12,6,0,0,0,0,0
Census Regions,Mountain,2018,50,367,259,8,5,0,3,3,0
Census Regions,Pacific,2018,50,421,143,16,8,1,0,0,0
Census Regions,New England,2018,51,98,54,9,1,1,0,2,0
Census Regions,Mid-Atlantic,2018,51,207,116,13,3,1,0,1,0
Census Regions,East North Central,2018,51,297,71,19,2,0,3,2,0
Census Regions,West North Central,2018,51,200,77,25,0,0,1,0,0
Census Regions,South Atlantic,2018,51,595,123,112,2,1,12,2,0
Census Regions,East South Central,2018,51,72,13,19,0,0,0,0,0
Census Regions,West South Central,2018,51,92,17,4,0,0,0,0,0
Census Regions,Mountain,2018,51,564,465,9,3,0,4,1,0
Census Regions,Pacific,2018,51,549,179,38,68,6,0,0,0
Census Regions,New England,2018,52,162,118,6,4,0,0,3,0
Census Regions,Mid-Atlantic,2018,52,209,140,15,1,1,0,0,0
Census Regions,East North Central,2018,52,245,88,16,2,1,2,3,0
Census Regions,West North Central,2018,52,238,112,37,3,0,1,0,0
Census Regions,South Atlantic,2018,52,543,149,123,6,0,12,2,0
Census Regions,East South Central,2018,52,67,7,31,0,0,0,1,0
Census Regions,West South Central,2018,52,58,13,16,0,0,0,0,0
Census Regions,Mountain,2018,52,522,395,13,7,1,3,0,0
Census Regions,Pacific,2018,52,524,221,17,90,4,1,0,0
Census Regions,New England,2019,1,167,101,11,0,0,1,2,0
Census Regions,Mid-Atlantic,2019,1,239,136,23,8,2,0,1,0
Census Regions,East North Central,2019,1,306,115,25,0,1,2,6,0
Census Regions,West North Central,2019,1,249,76,37,7,0,0,0,0
Census Regions,South Atlantic,2019,1,656,160,108,4,0,3,1,0
Census Regions,East South Central,2019,1,103,11,38,0,0,0,0,0
Census Regions,West South Central,2019,1,61,10,15,1,0,0,0,0
Census Regions,Mountain,2019,1,367,265,22,4,1,2,3,0
Census Regions,Pacific,2019,1,753,308,26,138,2,0,4,0
Census Regions,New England,2019,2,227,138,11,2,0,0,2,0
Census Regions,Mid-Atlantic,2019,2,219,112,15,5,3,0,0,0
Census Regions,East North Central,2019,2,364,121,23,1,1,0,3,0
Census Regions,West North Central,2019,2,287,111,22,6,0,0,1,0
Census Regions,South Atlantic,2019,2,615,191,62,2,0,0,1,0
Census Regions,East South Central,2019,2,116,15,29,0,0,0,1,0
Census Regions,West South Central,2019,2,127,26,14,0,1,0,3,0
Census Regions,Mountain,2019,2,505,332,18,7,2,2,1,0
Census Regions,Pacific,2019,2,827,384,39,77,5,2,8,0
Census Regions,New England,2019,3,300,196,21,0,0,0,3,0
Census Regions,Mid-Atlantic,2019,3,203,99,26,6,2,0,0,0
Census Regions,East North Central,2019,3,341,104,42,4,0,0,1,0
Census Regions,West North Central,2019,3,339,131,48,5,0,1,3,0
Census Regions,South Atlantic,2019,3,621,204,87,4,0,4,3,0
Census Regions,East South Central,2019,3,128,15,38,0,0,0,0,0
Census Regions,West South Central,2019,3,193,37,33,1,2,0,2,0
Census Regions,Mountain,2019,3,528,353,30,2,0,10,2,0
Census Regions,Pacific,2019,3,677,336,42,98,5,2,2,0
Census Regions,New England,2019,4,297,189,28,0,0,1,0,0
Census Regions,Mid-Atlantic,2019,4,252,117,42,9,4,0,1,0
Census Regions,East North Central,2019,4,387,130,61,20,1,1,1,0
Census Regions,West North Central,2019,4,328,134,52,3,0,1,1,0
Census Regions,South Atlantic,2019,4,683,261,126,2,1,9,3,0
Census Regions,East South Central,2019,4,151,6,66,0,0,0,0,0
Census Regions,West South Central,2019,4,168,32,30,0,3,0,1,0
Census Regions,Mountain,2019,4,512,330,44,5,1,5,2,0
Census Regions,Pacific,2019,4,775,350,64,78,9,2,0,0
Census Regions,New England,2019,5,321,182,45,4,0,0,5,0
Census Regions,Mid-Atlantic,2019,5,277,117,55,5,2,0,1,0
Census Regions,East North Central,2019,5,376,140,66,8,0,1,0,0
Census Regions,West North Central,2019,5,348,117,72,2,0,2,1,0
Census Regions,South Atlantic,2019,5,874,326,182,4,0,7,3,0
Census Regions,East South Central,2019,5,264,12,124,0,1,1,0,0
Census Regions,West South Central,2019,5,263,58,63,2,4,2,2,0
Census Regions,Mountain,2019,5,607,355,94,4,1,10,5,0
Census Regions,Pacific,2019,5,836,371,106,45,3,2,1,0
Census Regions,New England,2019,6,327,224,36,0,0,2,0,0
Census Regions,Mid-Atlantic,2019,6,419,154,157,7,3,0,1,0
Census Regions,East North Central,2019,6,446,140,78,1,0,1,4,0
Census Regions,West North Central,2019,6,401,155,97,3,0,2,1,0
Census Regions,South Atlantic,2019,6,1127,477,266,5,1,5,1,0
Census Regions,East South Central,2019,6,296,21,150,2,0,0,0,0
Census Regions,West South Central,2019,6,360,48,122,0,4,0,0,0
Census Regions,Mountain,2019,6,587,299,134,7,1,3,3,0
Census Regions,Pacific,2019,6,932,360,161,52,9,5,1,0
Census Regions,New England,2019,7,234,149,35,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,7,433,166,145,8,3,0,0,0
Census Regions,East North Central,2019,7,519,160,141,2,1,0,2,0
Census Regions,West North Central,2019,7,438,171,122,8,1,5,3,0
Census Regions,South Atlantic,2019,7,1158,441,292,8,0,2,11,0
Census Regions,East South Central,2019,7,179,16,82,0,0,0,0,0
Census Regions,West South Central,2019,7,332,35,126,0,2,3,0,0
Census Regions,Mountain,2019,7,563,230,182,4,1,6,2,0
Census Regions,Pacific,2019,7,897,335,180,33,15,13,0,0
Census Regions,New England,2019,8,204,104,39,3,0,0,2,0
Census Regions,Mid-Atlantic,2019,8,407,126,163,11,5,1,0,0
Census Regions,East North Central,2019,8,646,156,177,1,1,0,5,0
Census Regions,West North Central,2019,8,442,171,105,9,2,2,1,0
Census Regions,South Atlantic,2019,8,1137,424,342,3,0,5,2,0
Census Regions,East South Central,2019,8,159,8,76,0,0,0,0,0
Census Regions,West South Central,2019,8,332,35,130,2,5,3,0,0
Census Regions,Mountain,2019,8,612,171,277,2,1,8,2,0
Census Regions,Pacific,2019,8,848,286,192,48,43,9,0,0
Census Regions,New England,2019,9,196,72,76,1,1,5,0,0
Census Regions,Mid-Atlantic,2019,9,379,118,157,8,1,0,0,0
Census Regions,East North Central,2019,9,705,174,221,1,0,1,0,0
Census Regions,West North Central,2019,9,503,177,162,13,1,5,2,0
Census Regions,South Atlantic,2019,9,1104,368,335,7,0,5,5,0
Census Regions,East South Central,2019,9,144,15,59,0,0,0,0,0
Census Regions,West South Central,2019,9,293,25,116,2,8,3,0,0
Census Regions,Mountain,2019,9,614,117,338,3,0,9,2,0
Census Regions,Pacific,2019,9,1050,311,319,48,27,6,1,0
Census Regions,New England,2019,10,143,51,51,4,1,5,0,0
Census Regions,Mid-Atlantic,2019,10,361,101,143,8,1,1,3,0
Census Regions,East North Central,2019,10,767,190,274,6,3,2,6,0
Census Regions,West North Central,2019,10,510,187,168,12,0,6,4,0
Census Regions,South Atlantic,2019,10,1098,372,353,5,0,4,9,0
Census Regions,East South Central,2019,10,108,9,46,0,0,0,0,0
Census Regions,West South Central,2019,10,223,28,68,1,6,5,1,0
Census Regions,Mountain,2019,10,603,94,349,3,1,8,3,0
Census Regions,Pacific,2019,10,1021,260,377,31,45,11,1,0
Census Regions,New England,2019,11,188,51,74,3,0,15,2,0
Census Regions,Mid-Atlantic,2019,11,325,91,159,3,0,6,1,0
Census Regions,East North Central,2019,11,750,163,279,5,4,4,7,0
Census Regions,West North Central,2019,11,504,157,177,12,1,6,2,0
Census Regions,South Atlantic,2019,11,1059,313,403,10,1,7,15,0
Census Regions,East South Central,2019,11,110,19,37,0,0,0,0,0
Census Regions,West South Central,2019,11,256,21,92,1,5,3,0,0
Census Regions,Mountain,2019,11,482,53,294,5,2,6,1,0
Census Regions,Pacific,2019,11,847,183,311,9,38,9,3,0
Census Regions,New England,2019,12,146,33,64,1,0,10,2,0
Census Regions,Mid-Atlantic,2019,12,325,73,131,2,2,8,2,0
Census Regions,East North Central,2019,12,656,135,231,1,2,2,3,0
Census Regions,West North Central,2019,12,385,123,112,7,0,8,4,0
Census Regions,South Atlantic,2019,12,849,180,314,2,3,8,4,0
Census Regions,East South Central,2019,12,106,9,32,0,0,0,1,0
Census Regions,West South Central,2019,12,201,16,37,2,7,2,1,0
Census Regions,Mountain,2019,12,387,37,234,0,0,4,0,0
Census Regions,Pacific,2019,12,783,139,247,12,61,8,2,0
Census Regions,New England,2019,13,146,23,74,1,0,11,4,0
Census Regions,Mid-Atlantic,2019,13,260,37,106,5,13,9,0,0
Census Regions,East North Central,2019,13,432,81,144,0,1,4,7,0
Census Regions,West North Central,2019,13,291,77,106,5,2,7,2,0
Census Regions,South Atlantic,2019,13,764,151,287,1,0,16,10,0
Census Regions,East South Central,2019,13,60,4,9,0,0,0,0,0
Census Regions,West South Central,2019,13,112,11,12,0,8,2,0,0
Census Regions,Mountain,2019,13,267,22,170,1,0,4,1,0
Census Regions,Pacific,2019,13,678,66,202,17,81,13,1,0
Census Regions,New England,2019,14,132,11,55,1,1,14,7,0
Census Regions,Mid-Atlantic,2019,14,243,23,120,1,6,1,0,0
Census Regions,East North Central,2019,14,360,61,106,1,2,5,3,0
Census Regions,West North Central,2019,14,261,46,87,5,3,22,2,0
Census Regions,South Atlantic,2019,14,610,88,192,0,0,8,4,0
Census Regions,East South Central,2019,14,75,11,19,0,0,1,0,0
Census Regions,West South Central,2019,14,113,2,19,1,7,7,0,0
Census Regions,Mountain,2019,14,219,20,116,0,0,5,1,0
Census Regions,Pacific,2019,14,633,74,173,12,77,7,3,0
Census Regions,New England,2019,15,115,7,62,0,1,10,7,0
Census Regions,Mid-Atlantic,2019,15,197,25,82,0,10,3,0,0
Census Regions,East North Central,2019,15,319,39,68,0,0,4,3,0
Census Regions,West North Central,2019,15,165,20,45,3,2,10,0,0
Census Regions,South Atlantic,2019,15,520,59,182,1,0,15,5,0
Census Regions,East South Central,2019,15,53,5,8,1,0,0,0,0
Census Regions,West South Central,2019,15,100,7,15,0,3,4,1,0
Census Regions,Mountain,2019,15,188,22,81,0,0,2,1,0
Census Regions,Pacific,2019,15,485,33,117,4,63,10,1,0
Census Regions,New England,2019,16,68,2,21,0,0,11,6,0
Census Regions,Mid-Atlantic,2019,16,112,12,47,0,4,2,0,0
Census Regions,East North Central,2019,16,209,20,32,0,2,2,7,0
Census Regions,West North Central,2019,16,163,17,31,1,0,10,2,0
Census Regions,South Atlantic,2019,16,320,27,75,3,0,9,4,0
Census Regions,East South Central,2019,16,50,3,5,0,0,1,0,0
Census Regions,West South Central,2019,16,62,2,3,0,3,2,0,0
Census Regions,Mountain,2019,16,160,14,82,0,0,4,0,0
Census Regions,Pacific,2019,16,350,33,58,3,16,9,0,0
Census Regions,New England,2019,17,35,3,7,0,0,4,0,0
Census Regions,Mid-Atlantic,2019,17,94,8,24,0,1,2,1,0
Census Regions,East North Central,2019,17,150,12,21,0,0,5,4,0
Census Regions,West North Central,2019,17,119,10,24,0,0,6,5,0
Census Regions,South Atlantic,2019,17,254,29,32,0,0,8,1,0
Census Regions,East South Central,2019,17,40,1,2,0,0,0,0,0
Census Regions,West South Central,2019,17,66,4,5,1,0,2,0,0
Census Regions,Mountain,2019,17,143,8,58,0,0,4,1,0
Census Regions,Pacific,2019,17,350,13,45,3,66,8,2,0
Census Regions,New England,2019,18,31,0,1,0,0,3,3,0
Census Regions,Mid-Atlantic,2019,18,97,4,21,0,1,3,0,0
Census Regions,East North Central,2019,18,138,3,19,0,0,4,2,0
Census Regions,West North Central,2019,18,83,6,10,1,0,2,1,0
Census Regions,South Atlantic,2019,18,205,20,21,2,0,12,3,0
Census Regions,East South Central,2019,18,23,0,1,1,0,0,0,0
Census Regions,West South Central,2019,18,54,3,4,0,0,1,0,0
Census Regions,Mountain,2019,18,110,6,42,0,2,5,2,0
Census Regions,Pacific,2019,18,302,23,39,2,10,10,0,0
Census Regions,New England,2019,19,18,0,0,0,0,2,0,0
Census Regions,Mid-Atlantic,2019,19,74,11,14,0,0,0,0,0
Census Regions,East North Central,2019,19,120,6,4,0,1,5,0,0
Census Regions,West North Central,2019,19,79,7,7,1,0,7,0,0
Census Regions,South Atlantic,2019,19,174,6,15,0,0,5,2,0
Census Regions,East South Central,2019,19,8,0,0,0,0,0,0,0
Census Regions,West South Central,2019,19,43,1,0,0,3,1,1,0
Census Regions,Mountain,2019,19,82,5,35,0,0,3,2,0
Census Regions,Pacific,2019,19,249,9,19,13,18,18,4,0
Census Regions,New England,2019,20,15,0,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,20,83,5,18,0,0,1,0,0
Census Regions,East North Central,2019,20,96,1,6,0,2,3,1,0
Census Regions,West North Central,2019,20,44,1,4,0,0,3,2,0
Census Regions,South Atlantic,2019,20,169,8,10,0,0,15,2,0
Census Regions,East South Central,2019,20,12,0,0,0,0,0,0,0
Census Regions,West South Central,2019,20,50,2,3,0,5,3,0,0
Census Regions,Mountain,2019,20,77,10,25,1,1,3,1,0
Census Regions,Pacific,2019,20,257,16,15,2,3,12,1,0
Census Regions,New England,2019,21,14,0,2,0,0,1,0,0
Census Regions,Mid-Atlantic,2019,21,42,3,14,0,0,0,0,0
Census Regions,East North Central,2019,21,60,1,3,0,0,0,0,0
Census Regions,West North Central,2019,21,32,1,1,0,0,1,0,0
Census Regions,South Atlantic,2019,21,103,4,8,0,0,7,1,0
Census Regions,East South Central,2019,21,7,0,0,1,0,0,0,0
Census Regions,West South Central,2019,21,50,6,5,1,0,1,0,0
Census Regions,Mountain,2019,21,65,6,20,0,0,3,2,0
Census Regions,Pacific,2019,21,180,8,14,2,3,14,0,0
Census Regions,New England,2019,22,7,0,0,0,0,0,1,0
Census Regions,Mid-Atlantic,2019,22,44,7,14,0,0,0,0,0
Census Regions,East North Central,2019,22,45,1,3,0,0,1,1,0
Census Regions,West North Central,2019,22,34,0,1,0,0,2,0,0
Census Regions,South Atlantic,2019,22,106,1,4,0,0,6,1,0
Census Regions,East South Central,2019,22,4,0,1,0,0,0,0,0
Census Regions,West South Central,2019,22,21,0,1,0,5,0,0,0
Census Regions,Mountain,2019,22,63,3,12,1,1,3,4,0
Census Regions,Pacific,2019,22,247,11,19,3,14,13,4,0
Census Regions,New England,2019,23,9,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,23,54,4,23,0,0,0,0,0
Census Regions,East North Central,2019,23,48,1,4,0,0,5,0,0
Census Regions,West North Central,2019,23,31,0,0,2,0,7,0,0
Census Regions,South Atlantic,2019,23,74,5,1,0,0,6,0,0
Census Regions,East South Central,2019,23,4,0,0,0,0,0,0,0
Census Regions,West South Central,2019,23,27,0,1,1,0,1,0,0
Census Regions,Mountain,2019,23,47,2,12,1,0,2,0,0
Census Regions,Pacific,2019,23,208,13,13,0,19,11,1,0
Census Regions,New England,2019,24,13,1,0,1,0,0,0,0
Census Regions,Mid-Atlantic,2019,24,46,2,21,1,1,0,0,0
Census Regions,East North Central,2019,24,60,2,5,0,0,1,0,0
Census Regions,West North Central,2019,24,24,1,0,2,0,0,0,0
Census Regions,South Atlantic,2019,24,65,3,3,1,0,4,0,0
Census Regions,East South Central,2019,24,5,0,1,0,0,0,0,0
Census Regions,West South Central,2019,24,37,4,2,0,1,1,0,0
Census Regions,Mountain,2019,24,22,0,7,0,0,1,1,0
Census Regions,Pacific,2019,24,166,8,18,2,4,12,1,0
Census Regions,New England,2019,25,5,1,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,25,48,4,21,0,0,0,0,0
Census Regions,East North Central,2019,25,45,0,5,0,0,0,0,0
Census Regions,West North Central,2019,25,20,0,1,1,0,0,0,0
Census Regions,South Atlantic,2019,25,53,1,2,0,0,1,0,0
Census Regions,East South Central,2019,25,3,0,0,0,0,0,0,0
Census Regions,West South Central,2019,25,28,0,0,0,0,0,0,0
Census Regions,Mountain,2019,25,27,2,2,0,0,1,0,0
Census Regions,Pacific,2019,25,165,11,21,1,9,11,0,0
Census Regions,New England,2019,26,7,0,0,0,0,1,0,0
Census Regions,Mid-Atlantic,2019,26,44,3,17,0,0,0,1,0
Census Regions,East North Central,2019,26,35,2,4,0,0,3,1,0
Census Regions,West North Central,2019,26,23,0,2,0,1,0,0,0
Census Regions,South Atlantic,2019,26,56,3,5,0,0,0,0,0
Census Regions,East South Central,2019,26,3,0,0,0,0,0,0,0
Census Regions,West South Central,2019,26,26,0,0,0,2,1,0,0
Census Regions,Mountain,2019,26,22,2,4,1,0,2,0,0
Census Regions,Pacific,2019,26,171,11,16,1,1,5,1,0
Census Regions,New England,2019,27,3,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,27,34,6,16,0,0,0,0,0
Census Regions,East North Central,2019,27,57,13,9,0,0,0,0,0
Census Regions,West North Central,2019,27,21,1,1,1,0,1,0,0
Census Regions,South Atlantic,2019,27,69,6,2,0,0,1,0,0
Census Regions,East South Central,2019,27,4,0,1,0,0,0,0,0
Census Regions,West South Central,2019,27,15,0,0,0,0,0,0,0
Census Regions,Mountain,2019,27,16,0,3,0,0,0,0,0
Census Regions,Pacific,2019,27,144,3,9,2,3,11,1,0
Census Regions,New England,2019,28,8,0,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,28,43,0,10,0,2,0,0,0
Census Regions,East North Central,2019,28,34,1,3,0,0,0,0,0
Census Regions,West North Central,2019,28,14,0,3,0,0,0,0,0
Census Regions,South Atlantic,2019,28,78,1,2,0,0,0,0,0
Census Regions,East South Central,2019,28,2,0,0,0,0,0,0,0
Census Regions,West South Central,2019,28,44,0,6,0,0,0,0,0
Census Regions,Mountain,2019,28,31,3,2,0,0,0,0,0
Census Regions,Pacific,2019,28,147,5,15,1,0,9,1,0
Census Regions,New England,2019,29,3,0,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,29,37,2,17,0,0,0,0,0
Census Regions,East North Central,2019,29,26,1,4,0,0,1,0,0
Census Regions,West North Central,2019,29,28,2,2,0,0,2,0,0
Census Regions,South Atlantic,2019,29,63,3,2,0,0,1,0,0
Census Regions,East South Central,2019,29,7,0,2,0,0,0,0,0
Census Regions,West South Central,2019,29,23,0,3,0,0,0,0,0
Census Regions,Mountain,2019,29,28,0,6,0,0,0,0,0
Census Regions,Pacific,2019,29,108,4,18,4,1,6,0,0
Census Regions,New England,2019,30,3,1,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,30,34,5,9,0,0,0,0,0
Census Regions,East North Central,2019,30,21,1,3,0,0,0,0,0
Census Regions,West North Central,2019,30,19,1,2,0,0,0,0,0
Census Regions,South Atlantic,2019,30,85,5,1,0,0,2,0,0
Census Regions,East South Central,2019,30,3,1,0,0,0,0,0,0
Census Regions,West South Central,2019,30,24,2,2,0,0,0,0,0
Census Regions,Mountain,2019,30,17,2,1,0,0,1,0,0
Census Regions,Pacific,2019,30,90,1,10,2,3,8,0,0
Census Regions,New England,2019,31,4,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,31,37,3,15,0,0,0,0,0
